,salary,Company,Size,Industry,SectorType,Skills,Rating,Title,City,State,Python,Excel,SQL,R Shiny,Tableau,MySQL,Hive,SAS,Hadoop,Sector,Low-Salary,High-Salary
135,Est. Salary $73k-$110k,Barclays,10000+ employees,Finance,Company - Public (BARC),"Barclays moves, lends, invests and protects money for customers and clients worldwide. Please visit our website here for more information.

Barclays is a transatlantic consumer, corporate and investment bank offering products and services across personal, corporate and investment banking, credit cards and wealth management, with a strong presence in our two home markets of the UK and the US.

With over 325 years of history and expertise in banking, Barclays operates in over 40 countries and employs approximately 130,000 people. Barclays moves, lends, invests and protects money for customers and clients worldwide. Please visit our website here for more information.

Technology is a driving force of innovation here at Barclays . We want to lead technical change in financial services, not follow others. The way we deliver change is as important as the products we are developing. Our project teams and locations are agile, helping us innovate in the most effective and responsive way.

Please visit our website here for more information.

Overall purpose of role:

o Work with business users to analyse and define requirements to build strategic components.

o Translate business requirements into meaningful specifications for developers to design and build functions.

o Analyse data and define rules for business processes.

Key Accountabilities and Skills required:

This section should include:

o Key specific accountabilities.
Build a Real time Stock record, which is one of the key deliverables for Operations Technology Services.
Define data definition for stock record to be published to data fabric.
Analyze data from Settlement systems and agents to build business rules for stock record
Gather requirements and analyze internal applications to build a strategic Exception Management tool for Post Trade services
o Stakeholder management and leadership.
As a business analyst in OTS In-house applications, work with multiple stakeholders to understand their requirements.
Work with product owners and downstream consumers to define stories for Agile development.


o Decision making and problem solving.
Strong analytical skills are required to build a strategic component such as RTSR.
Extensive knowledge in multiple products such as Equities, Fixed Income, Derivatives
Resolve critical issues faced by business users by proposing solutions that will add value.
o Risk and Control: All Barclays colleagues have to ensure that all activities and duties are carried out in full compliance with regulatory requirements, Enterprise Wide Risk Management Framework and internal Barclays Policies and Policy Standards

Your Skills and Qualifications will include:

Basic Qualifications:

5 years of experience as a Business Analyst with an undergraduate degree.

2 years of Knowledge in Front to Back flows in Investment Banking from Trading to Settlement.
2 years of experience in Agile Development.

Preferred Qualifications:
Experience in Vendor Settlement systems such as IMPACT and BPS recommended.
Understanding of Funding/Financing, Prime – Repo/Rev, Stock Loan/Borrow, Triparty Pledges. Experience with Global1 and LOANET is a plus.
Write SQL queries in Oracle/SQL Server
Good Communication skills.
The Benefits: Our customers deserve the best. The same goes for our employees. That's why at Barclays you'll receive a range of benefits that include a competitive salary and all the tools, technology and support you need to succeed.

Our Culture: Everything we do is shaped by the five values of Respect, Integrity, Service, Excellence and Stewardship. The values inform the foundations of our relationships with customers and clients, but they also shape how we measure and reward the performance of our employees. Simply put, success is not just about what you achieve, but about how you achieve it.

Dynamic working gives everyone at Barclays the opportunity to integrate professional and personal lives, if you have a need for flexibility then please discuss this with the hiring manager.

Barclays is an equal opportunity employer and are opposed to discrimination on any grounds.For more detailed information, please visit our dedicated Diversity and Inclusion site here.

EEO statement*

It is the policy of Barclays to ensure equal employment opportunity without discrimination or harassment on the basis of race, color, creed, religion, national origin, alienage or citizenship status, age, sex, sexual orientation, gender identity or expression, marital or domestic/civil partnership status, disability, veteran status, genetic information, or any other basis protected by law.*",3.5,Business-Data Analyst, – Whippany, NJ,False,True,False,True,False,False,False,False,False,Public, 73,110
136,Est. Salary $73k-$110k,Barclays,10000+ employees,Finance,Company - Public (BARC),"Barclays is an international financial services provider engaged in personal banking, credit cards, corporate and investment banking and wealth management with an extensive presence in Europe, the Americas, Africa and Asia. Barclays’ purpose is to help people achieve their ambitions – in the right way.
With over 325 years of history and expertise in banking, Barclays operates in over 40 countries and employs approximately 130,000 people. Barclays moves, lends, invests and protects money for customers and clients worldwide. Please visit our website here for more information.
The Middle Office (IB MO) has been established to improve data quality, deliver effective controls and deliver efficiencies as part of the Transform programme.
IB MO functions include:
· Trade Substantiation and End of Day Controls
o The primary control for all transactional data quality on trade date with specific focus on end-of-day validation and completeness checks across IB Markets prior to overnight batch processes
· Data Quality
o Books and Internal-Trade Control
Overall purpose of role:
· The Market Data team are responsible for managing all Commodities and Emerging Markets (EM) processes. The team cover a diverse range of commodities and EM products and instruments. These range from Gas products to agricultural grains with many variants in between. The team currently operate over two main sites globally (New York and London). The Market Data Team support global teams across New York, London and Singapore.
· The team's functions form a core part of the E2E trade lifecycle process. The role also gives exposure to many other business areas within commodities (trading, Middle office, NPSO team, PCG, Settlements and Trade Support teams).
· In addition, input into the ongoing development of the infrastructure and process / control environment and on-going integration into the Market Data infrastructure will be an essential element of the role.
· The Analyst will work closely with the commodities Trading and Sales team in New York during core trading hours, aswell as TCU, Settlements and other Back Office teams on Trade related queries.
Key Accountabilities and Skills required:
o Key specific accountabilities.
o Ensures the integrity of day to day timely and accurate market data imports and price application to trade level of a large amount of daily exchange positions
o Responsible for daily MtM reporting to PCG and Trading Desk highlighting any price variances on daily / monthly basis
o Maintain and support accuracy of key market data elements to productions and stakeholders including the setup of market data feeds for new traded products
o Lifecycling of formula based trades within the Exotics platform
o Carryout investigations and provide transactions support of pricing discrepancies to downstream functions such as Settlements and ultimately Barclays most valuable clients
o Handle regional coverage over risk and control processes such as daily trade settlement valuations, IT issues, technical complexities of calculations and market data incompleteness.
o Runs key controls and checks, particularly ahead of monthly settlement period
o In change of approving trading booking templates from a pricing perspective
o Continually driving process improvements and streamlining initiatives
o Participate in various project work as part of the wider global project plan
o Stakeholder management and leadership.
o On-going development and maintenance of relationship with front office and other operational areas
o Participate in the continued roll-out of systems/processes into new markets/products as the business develops
o Decision making and problem solving.
o Manage the development of procedures / controls to eliminate potential for market data errors
o Escalation and resolution of complex queries and investigations
Risk and Control: All Barclays colleagues have to ensure that all activities and duties are carried out in full compliance with regulatory requirements, Enterprise Wide Risk Management Framework and internal Barclays Policies and Policy Standards
Your Skills and Qualifications will include
o Basic Qualifications
o College Degree
o 1 years excel skills
o 1 years Investment banking industry experience
o 1 years in a role that required strong attention to detail
o Preferred Qualifications
o Experience in Commodities markets
o Understanding of derivative products including options
o Strong investigative skills
o Ability to work in high pressure environment
o The ability to work efficiently within a busy team environment as well as independently
o A Pro-active attitude and ability to use initiative & manage daily workload
o Strong team player
o Control Focused – an awareness of required control points & closing gaps that may become apparent
o Excellent communication skills for contact with FO, internal teams & external clients
o Ability to meet deadlines
o VBA skills
The Benefits: Our customers deserve the best. The same goes for our employees. That's why at Barclays you'll receive a range of benefits that include a competitive salary and all the tools, technology and support you need to succeed.
Our Culture: Everything we do is shaped by the five values of Respect, Integrity, Service, Excellence and Stewardship. The values inform the foundations of our relationships with customers and clients, but they also shape how we measure and reward the performance of our employees. Simply put, success is not just about what you achieve, but about how you achieve it.
Dynamic working gives everyone at Barclays the opportunity to integrate professional and personal lives, if you have a need for flexibility then please discuss this with the hiring manager.
Barclays is an equal opportunity employer and are opposed to discrimination on any grounds.For more detailed information, please visit our dedicated Diversity and Inclusion site here.
EEO statement
It is the policy of Barclays to ensure equal employment opportunity without discrimination or harassment on the basis of race, color, creed, religion, national origin, alienage or citizenship status, age, sex, sexual orientation, gender identity or expression, marital or domestic/civil partnership status, disability, veteran status, genetic information, or any other basis protected by law.",3.5,Market Data Management Analyst, – New York, NY,False,True,False,True,False,False,False,False,False,Public, 73,110
137,Est. Salary $42k-$56k,Goji,51 to 200 employees,Insurance,Company - Private,"Job Title:Data Analyst
Department:Analytics
Reports to:Shantanu Dhaka, VP of Product and Analytics
Location: Boston, MA
FLSA/Tax Status: Non-Exempt/Full Time
Date Revised: July 10, 2017
Job Summary:
Insurance is a complex product that everyone needs but few understand. At Goji, our mission is to deliver something that consumers arent getting anywhere else clarity and peace of mind. In a market that bombards consumers with gimmicky ways to save, we provide consumers an easy way to comparison shop top brands. By combining human expertise with smart technology, Goji has helped over 700,000 people make better, more informed decisions. As a result, we have grown quickly to become one of the largest independent, online insurance agencies in the country.
Business intelligence, data analytics and technology innovation are at the core of what differentiates us in a large industry that is ripe for disruption. We have built a vast database of proprietary and third-party information that we are leveraging to optimize every part of our business including marketing, sales, customer service and finance. Thus, we are looking for a Data Analyst who can add some mental horsepower to solve complex problems, including:
End-to-end reporting and business intelligence infrastructure to improve existing business processes and support the launch of new projects
Robust customer lifetime models that can identify key drivers of lifetime value of a customer (LTV) and cost of acquiring a customer (CAC)
Regression testing new sales and marketing strategies to determine/maximize return on investment (ROI)
Lead scoring system to optimize across the thousands of leads that we generate/acquire each day
Data Analyst Job Responsibilities:
Build automated reports/dashboards to share results with the team on periodic basis (daily, weekly, monthly, quarterly and annually)
Combine, filter and reconcile data from multiple sources into new tables/views for reporting; Support building of basic ETLs if necessary
Build SQL views and run complex queries for reporting and business intelligence
Help build and maintain key performance indicators (for operational and financial dashboards)
Analyze large data sets using statistical techniques to identify trends or patterns
Assist in building and maintaining models, analyses and reports for management and investors
Assist in database administration and design
Work closely with business stakeholders to prioritize, plan and implement their information and analytics needs
Retrospect and identify new process improvement opportunities to take the team to the next level
Required Job Qualifications:
BS in Mathematics, Statistics, Economics, Information Management or Business Administration
Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy
Proficiency and extensive experience with SQL
Passion for rigorous analytical techniques and for connecting analytics to business ROI (i.e. not just what the data shows but why its important and what the next steps should be)
Knowledge of statistics and experience using tools for analyzing and reporting a plus (for example, Periscope, Excel, R, SPSS/SAS)
Knowledge of a scripting programming language like Python a plus
Great communication skills, including ability to explain technical concepts/ideas in front of both technical and non-technical people
Ability to work both collaboratively as part of a team and independently to dive deep and solve tough problems
Propensity to seek out, accept and integrate feedback professionally
Self-motivated, quick/continuous learner with a passion for innovation",2.8,Data Analyst for Rapidly Growing Boston InsureTech Start-up, – Boston, MA,True,True,False,True,False,False,False,False,False,Private, 42,56
138,Est. Salary $62k-$81k,Metasys Technologies,201 to 500 employees,Business Services,Company - Private,"Ref No.: 16-02946
Location: Houston, Texas
Position Type: Direct Placement
Experience Level: 2 Years
Start Date: 08/10/2016

We are seeking a talented data analyst to join our highly motivated and innovative Data Engineering team. As part of the Software Engineering department, your efforts will be critical to the success of Client's global trading businesses. You will be responsible for the following:
Curate massive amounts of data for thousands of different tradable instruments, including stocks, bonds, futures, contracts, commodities, and more;
Perform manual steps and develop programs and processes to perform statistical/quantitative analysis on datasets to ensure completeness and integrity;
Coordinate project-related work with researchers and others on the engineering and business teams;
Be part of a team to support the data used by production trading algorithms.
Requirements Include:
A bachelor's degree, which includes university coursework in programming and computing systems and 1-2 years of related data analysis experience OR A master's degree or equivalent in physics, math, statistics, computer science or related field.
Experience in UNIX/LINUX and Windows environments.
Intermediate programming skills. Ideally Java, or Python with some additional scripting experience such as Bash or Perl.
Experience with SQL and working with a relational database system, such as Microsoft SQL Server or MySQL.
Obsessive attention to detail
Excellent problem-solving, communication, and analytical skills
Eagerness to work in an evolving and fast-paced environment.
While financial industry experience is a plus, we are open-minded in our search for critical thinkers who are passionate about technology and data.",4.0,Data Analyst, – Houston, TX,True,True,False,True,False,True,False,False,False,Private, 62,81
139,Est. Salary $58k-$76k,NimbleRx,51 to 200 employees,Health Care,Other Organization,"We are deeply passionate about changing healthcare and creating a better experience for more patients at a lower price. We are solving challenging problems that include operations optimization, logistics, machine learning - all geared towards reducing the cost and improving the experience of healthcare.
You will:
Own data analysis and visualization across our business, including user lifecycles, operation, and sales / acquisition
Communicate insights across the company to aid strategic decisions and operational improvement
Coordinate with product, operation, and engineering to measure impact and effectiveness of new product features, or operation process improvement
Build, maintain, and communicate analytical models and reports
Advocate for data-driven culture across the company

What you bring:
Bachelor Degree in business / economics, STEM (science, technology, engineering, mathematics / statistics), or similar fields
At least 2 years of data science, business intelligence / consulting / investment banking or related experience
Excellent SQL skills, and with programming languages such as Python, and/or R
Excellent Excel skills
Experience with data visualization, including tools such as Tableau
A simplifying mindset, be articulate and concise at the same time, curious, and have bias for action
What's in it for you:
Able to see how the whole company work from both top down and bottom up, and all its data
Able to start from a team of 1 and build a data-driven culture
Rare opportunity to change an industry and lives of millions.
We are reinventing healthcare / pharmacy - you (grand) parents and your (grand) children will understand and appreciate what you do
Compassionate and driven colleagues in a fun environment where success is celebrated
Medical / dental / vision / 401K package that fit your needs
Unlimited vacation policy - work hard and take time when you need it
About us:
NimbleRx is building the largest, most convenient pharmacy in the world. NimbleRx is a pharmacy platform that enables prescriptions to be delivered the same day as prescribed to patients. We are a mission driven organization and work closely with leading healthcare institutions including physician offices and hospitals to improve the healthcare experience and outcomes.",4.5,Data Analyst, – Menlo Park, CA,True,True,False,True,True,False,False,False,False,SubsidiaryorBusiness Segment, 58,76
140,,Flipboard,51 to 200 employees,Information Technology,Company - Private,"At Flipboard, we log more than 1 billion user actions a day. If the idea of analyzing and extracting insights from that data excites you, we want to talk to you!

As a Data Insights Analyst you will tackle complex questions, work with a constantly evolving product and, yes, encounter a ton of data. You will primarily work with our product team to discover insights about our users that will power our business and product development, and with the marketing team to analyze user acquisition and retention campaigns aimed at maximizing growth. You will also get to work closely with our publisher and ads teams to solve data mysteries and propose actionable insights that push our business forward.
We are looking for a candidate who is
A Self-starter - You are intrinsically motivated by the thirst to understand the reality illustrated by the data.
A Mystery solver - You dont take data at face value. You look at the meaning behind data and question assumptions
Resourceful - You employ creative problem-solving to reach answers even when the path forward is not clear
Results Oriented - You keep your eye focused on the outcome, not just the process.
The successful candidate should have qualifications including
Degree in Economics, Finance, Statistics, Mathematics or Engineering
2+ years of work experience in complex analysis
Proficiency in SQL
Experience with R or Python
Strong analytical skills, problem solver, and attention to detail
Strong communication skills
Ability to convert abstract business questions to data problems
Ability to communicate data concepts to nontechnical and technical audiences
Excel and PowerPoint/Keynote/Slides
Benefits and Perks @ Flipboard
Flipboards Palo Alto headquarters is an open, beautifully designed space, centrally located to public transportation.
Our CEO Mike McCue is a creative visionary experienced at building innovative products and companies.
Our benefits include Vision, dental, life, and health insurance plus 401K with company contribution
Flexible hours and generous 'out of office time' for holidays, vacations, sick leave, relaxation & wellness, personal and family needs
Subsidized commuter programs
Flipboard Sports: Basketball & Soccer teams, certified rock climbers, biking, or anything you'd like to organize
Team celebrations: company anniversaries, birthdays, Thanksgiving, weddings/babies--you name it, we celebrate it
We are an equal opportunity employer and value diversity and inclusion at our company.
Why Work at Flipboard

Our vision: At a time when society could really benefit from being more informed and inspired, we are enabling great stories to reach the right communities around the world.
Our team: We are a highly diverse team of bright, capable people. We are positive, respectful and we value self improvement. We have a track record of betting on people, giving them bigger roles, and supporting them. We believe strongly in the importance of investing in our team.
Our value: We are fully funded and making steady, meaningful progress on a premium, high margin business within a $600B, highly strategic market. Our business model is tightly aligned with our values, our partners and our user experience which makes our company both valuable and unique.
Our product: Millions of people truly love Flipboard and rely on it regularly. Flipboard is a standard bearer for great mobile design, innovation, and we deeply value craftsmanship
Our platform: Our platform selects the best content from millions of sources around the world, organizes it into highly personalized feeds, and presents it for further curation by the community. We are driven by hard technical challenges and we value pioneering new technology to continually increase the power, efficiency and scale of our platform.",4.2,Data Insights Analyst, – Palo Alto, CA,True,True,False,True,False,False,False,False,False,Private,,
141,Est. Salary $56k-$72k,Live Nation Entertainment,,,,,,,,,,,,,,,,,,, 56,72
142,Est. Salary $56k-$72k,Wolverine Trading,201 to 500 employees,Finance,Company - Private,"Title: Data Analyst
Location: Chicago
Department: Trading

Position Summary
As part of the Equity Options Market Making Team, you will work with experienced traders and developers to support all aspects related to the analysis of a successful electronic trading environment. You will have the opportunity to work on problems faced by both traders and developers allowing you to interface with senior management across multiple business units. Your workflow will include gathering, cleaning, maintaining the integrity of and performing sound (statistical) analysis on systems related data. You will gain extensive exposure to the processes behind running and maintaining a successful options trading system and have the opportunity for your discoveries to contribute directly to the bottom line. Our small team of professionals will provide you with an environment that encourages you to flex your creative thinking abilities through informal discussion, allow you to obtain quick feedback, and give you the opportunity to take on increasing responsibilities. Benefits include Wolverine’s rigorous Education Program developed to train you in technical, trading and business areas as you progress along your career path.

Responsibilities
• Gather data and analyze results
• Track and measure systems metrics
• Create and maintain reports
• Report and effectively communicate analysis to senior member of the Equity Options Market Making desk.
• Interface and communicate effectively with members of the IT staff

Qualifications
• Bachelor’s degree in financial engineering, computer science, finance, economics, mathematics, or related field
• History of academic excellence
• Strong analytical skills
• Problem solver
• Self-starter
• Ability to gather and analyze large sets of data
• Highly resourceful and capable of navigating complex systems and isolating problem areas
• Knowledge of SQL or be able to demonstrate an eagerness and/or ability to learn it
• Statistical background
• Ability to work well with others in a group
• Ability to communicate effectively while under pressure
• Experience with Tableau a plus

About Wolverine
Founded in 1994, the Wolverine companies comprise a number of diversified financial institutions specializing in proprietary trading, asset management, order execution services, and technology solutions. We are recognized as a market leader in derivatives valuation, trading, and value-added order execution across global equity, options, and futures markets. With a focus on innovation, achievement, and integrity, we take pride in serving the interests of both our clients and colleagues. The Wolverine companies are headquartered in Chicago with offices in New York and San Francisco and a proprietary trading affiliate office located in London.",4.3,Data Analyst, – Chicago, IL,False,False,False,True,True,False,False,False,False,Private, 56,72
143,,Randstad US,1001 to 5000 employees,Unknown / Non-Applicable,Business Services,"QuickBooks Payments/Payroll Decision Science team is looking for a Staff/Senior Technical Data Analyst contractor position. The position is responsible for Fraud and/or Credit detection rule analytics, reporting and execution of our money movement ecosystem. You will apply data mining techniques to optimize rules from both statistical and business perspectives. The candidate should have strong hands-on analytics and programming experience.

Responsibilities:
Collaborates with business stakeholders in acting on complex, multi-source data to explore, generate and test business assumptions
Jointly develops and prioritizes hypotheses that are central to address the business challenges and links them to complex, multi-source data in order to explore, generate and test business assumptions
Collaborates with others in building innovative data capture and batch/real time analytic, reporting and execution capabilities needed by the business
Collaborates with Data Architects / Product Development on changes associated with data systems or system interfaces (eg. Business Rule Engines)
Recommends/sets data standards to improve quality of data and speed to analytics, reporting and execution
Develops data structures, pipelines, and/or data visualizations for rule analytics, reporting and execution
Creates complex software programs and applications for acquisition, processing, and management of massive quantities of data using high-level programming languages
Enables timely reporting, analytics and execution of rules
Builds and maintains pipelines and dashboards/reports used to drive decisions across the Quickbooks Payments/Payroll
Proper documentation of projects
Be able to prepare audit documentation
Builds and develops rules using the different languages such as Blaze code and Java
Supports rules in Zoot, using the AI tool to make changes and push to production
Analyzes existing rules to improve performance and reduce false positives.
Qualifications
Technical experience including SQL, some form of coding (Python, Scala, etc), and ETL/scheduling such tools as Zoot, Drools and Blaze
Experience in preparing data sets and reports in support of more complex analysis
Hypothesis test results
Experience with business analytics and reporting
Entrepreneurial spirit and passionate about data
Undergrad Degree in Quantitative Field (Masters preferred)",3.3,Data Analyst, – Woodland Hills, CA,True,False,False,True,False,False,False,False,False,SubsidiaryorBusiness Segment,,
144,,Randstad US,1001 to 5000 employees,Unknown / Non-Applicable,Business Services,"Randstad Technologies is seeking a Data Analyst I in Orlando, FL

Position overview (day-to-day responsibilities, projects the position will be handling, size of team, products supporting, etc.):

Basic summary of day-to-day responsibilities, projects the position will be handling, size of team, etc.:
On a daily basis, this candidate will be reviewing data files received from acquisition. The candidate will approve the data if it meets requirements. Upon approval, the candidate will be loading data files into a database using an ETL tool. The candidate will be using SQL to perform analysis and find deviations with a current and prior data set. The candidate will create conversion rules based on their analysis.
Top skills/preferences in the role
Knowledge with ETL tools such as SSIS or Kettle is a plus.
The candidate will need tounderstand how to data mine patterns in a string of characters.
This role will require a lot of MS SQL knowledge (T-SQL). The candidate will also need to have a good understanding of MS Excel, Access and other small applications.
The candidate will need to display great communication skills as there are times they will need to work with offshore resources.
The candidate needs to have experience dealing with various data formats such as csv, xml, Access DB, Excel, etc.
Basic Qualifications:
A high school diploma or GED is required for this role.
Proficient written and oral communication skills in dealing with employees or external customers/clients
Proficiency in standard office software, such as MS Office, MS Access, MS Word, MS Excel, etc
Demonstrated experience with data manipulation and analysis
Working knowledge of relational databases a plus
Strong ad-hoc SQL query development, SAS or C++ skills
Experience working with data analytics-driven solutions with sensitive data sources
High degree of creative, analytical and problem solving skills
Ability to gather and interpret information and to develop, recommend and implement solutions
Entry level role. Basic skills with moderate level of proficiency.
Has general understanding of principles in data analysis and data conversion.
Generally performs single-function tasks that tend to be small to moderate size and scope. Typically requires up to three (3) years of data analysis experience.",3.3,Data Analyst I, – Maitland, FL,False,True,False,True,False,False,False,False,False,SubsidiaryorBusiness Segment,,
145,,Randstad US,1001 to 5000 employees,Unknown / Non-Applicable,Business Services,"Role Descriptions:

? This role teams up very closely with our marketing, data engineering, product development, design and risk teams on all the marketing related efforts for our products.

? Use a combination of tools such Hive or SQL, SAS/ R/ Python/Excel to run analysis and provide data-driven insights on our data and third party data for marketing targeting, channel optimization, E2E funnel conversion, customer segmentation, sales forecast, etc.

? Own the process of designing and building metrics and KPI to track and monitor marketing efficiency and report data with visualization tools such as Tableau for business partners and senior leadership

? Design and run A/B testing with creative methodologies to help the marketing and design teams test and learn to increase our online channel traffic

? Work with marketing team to build leads nurture strategies for products and re-engage the existing base in a smart way.

? Support statistical modeling efforts to understand our customers cash flow, behavior and preference which helps build customer tailored marketing strategy and predict the right point of needs for our financing products.

? Provide ad-hoc analytics work to help strategic decision making throughout the whole team.

? Strong understanding of how the business works is imperative to success in this position.

Requirements:

? BS/BA in Economics, Math, Statistics, or other related quantitative field. Advanced degree in quantitative field is preferred.

? 2-5 year working experience as a data analyst role. Marketing analytics experience is strongly preferred.

? Significant work experience with analytics products such as Python, R, SAS, Excel or other similar ones. Big data related knowledge is a plus.

? Strong logical HIVE/SQL query skills and familiar with different database products and data structures

? Work experience with Tableau or other visualization software

? Strong statistic background with applied modeling skill is a plus.

? An analytical mindset to dive into data and derive insight to drive business impact

? Confidence in taking ownership and passion in driving changes in a fast-paced working environments",3.3,Marketing Data Analyst, – Mountain View, CA,True,True,False,True,True,False,True,False,False,SubsidiaryorBusiness Segment,,
146,Est. Salary $51k-$65k,Ageatia Technology Consultancy Services,51 to 200 employees,Business Services,Company - Private,"Qualifications: Data architecture. Able to produce conceptual data models and data flow diagrams. Knowledge of data integration methods and tools. Able to assess business requirements from detailed data and process model perspectives.
Responsibilities: Responsible for ensuring business requirements are correctly and completely captured in data architecture deliverables which include conceptual data model, and detailed data flow diagram.",2.9,Data Analyst, – Milwaukee, WI,False,False,False,True,False,False,False,False,False,Private, 51,65
147,Est. Salary $49k-$64k,Rolf Jensen & Associates,51 to 200 employees,Business Services,Company - Private,"Start Over with Job Search

Returning Applicant? Login Now

Engineering Data Analyst

Position Information Technology
Position Type 2017-720
Location Charlotte, NC
FT/PT Status Full Time
Region Power

Job Description:
JENSEN HUGHES has a job opening for a Data Analyst to join our Charlotte, NC office. This is a newly created position where you will join the Power Systems Group of JENSEN HUGHES, providing premier nuclear safety and reliability consulting. We develop software to support a wide variety of engineering projects, which range from day-to-day nuclear power plant operation to cutting edge research and development in all areas related to plant safety. Our products range from enterprise solutions, web applications, desktop application, and mobile solutions.

The duties of this position would include:
Work with engineering teams to provide back end database logistics and scripting/query support
Facilitate data movement by means of efficient techniques and creative solutions
Be able to perform data comparisons and articulate findings with potential resolutions
Provide technical leadership on data logistic tasks on complex, cross-functional teams
Prepare weekly status reports to Management team.
Support software development & engineering team goals and initiatives.
Requirements:
• BS Degree in a technical or engineering discipline or demonstrated equivalent experience
Excellent oral and written communication skills. The candidate must have a positive attitude and a continual desire to learn.
3-5 years of progressively advanced SQL experience
Proven team work in an engineering environment
Proficient with XML
Project Management experience a plus
Background/Drug Screen
Permanent resident or US Citizen as required to comply with Nuclear US export laws",3.0,Engineering Data Analyst, – Charlotte, NC,False,True,False,True,False,False,False,False,False,Private, 49,64
148,Est. Salary $51k-$67k,FJA-US,,,,,,,,,,,,,,,,,,, 51,67
149,Est. Salary $46k-$70k,Wisdot,1001 to 5000 employees,Government,Government,"The Wisconsin Department of Children and Families (DCF), Division of Safety and Permanence, Child Welfare & Data Analytics Section is currently recruiting to fill 2 Child Welfare Data and Research Analyst positions in Madison, WI. DCF offers great benefits, personal growth opportunities and work-life balance as a State of Wisconsin employee; and the intrinsic reward associated with serving the children and families of Wisconsin.

The Wisconsin Department of Children and Families Division of Safety and Permanence operates under the values and principles of the Wisconsin Child Welfare Model for Practice. The purpose of Wisconsin’s child welfare system, as articulated in the Wisconsin Child Welfare Model for Practice, is to keep children safe and to support families to provide safe, permanent, and nurturing homes for their children. The system strives to engage with children, youth, and families to expand healthy connections to supports in their community and tribes and bolster resiliency in families to help them thrive. The following core values guide the work of the child welfare system: Trust, Respect, Engagement, Accountability, Trauma-informed Practices, Culturally-responsible Practices, Workforce Support, and Family-Centered Approaches.

For more information about DCF, visit our website at http://dcf.wi.gov/

Please reference General Information about Jobs in WI State Government.

Position Summary:

Under the general supervision of the Research Administrator of the Child Welfare Data Analytics Section, the research analyst provides critical data analytic support to the Division of Safety and Permanence in the Department of Children and Families. The research analyst creates data reports from database queries, conducts simple and advanced statistical analyses, and disseminates findings from these analyses to program and policy staff to provide accurate, up-to-date information about program performance. The research analyst collaborates with stakeholders from the Division, other units within the Department, county human services agencies, and the public to formulate research questions and formulate their research tasks. The research analyst is instrumental in providing essential data to meet state and federal reporting requirements for programs such as the Adoption and Foster Care Analysis and Reporting System and the National Youth in Transition Database

For a complete copy of the position description, click here.

Special Notes:

Due to the nature of the position, all applicants who may be appointed may be required to allow DCF to conduct a security background check to determine whether the circumstances of any conviction may be related to the job being filled.

Applicants must be legally entitled to work in the United States (i.e., a citizen or national of the U.S., a lawful permanent resident, an alien authorized to work in the U.S. without DCF sponsorship). The Department of Children and Families does not sponsor visas, either at time of hire or at any later time.

Qualifications:

Minimally qualified applicants will have:
· Experience performing analyses or research with social, behavioral or health data.
· Experience preparing statistical analysis, graph figures, or data summaries with software such as Excel, Stata, SAS, or similar.
· Experience producing written reports detailing results of research or similar activities.

Well qualified applicants will have:
· Experience with data manipulation software such as SAS, Excel and/or Access
· Experience with Wisconsin child welfare laws, regulations and practices
· Experience with Wisconsin state data systems such as eWisACWIS, CARES, KIDS and others
· Experience with program and policy evaluation theory and techniques
Experience with prioritizing multiple priorities
Experience working on complex projects without well-defined outcomes
How To Apply:

If you haven’t already done so, you will need to create an account and apply online. You must apply online to be considered for this position. Application materials will not be accepted if received in an e-mail, as a hard copy or a fax.

After you are logged in and are viewing the announcement, click “Apply Now.” You will be asked to provide your personal information, attach a resume and cover letter, and then complete one assessment question, indicating your interest in consideration for this position. Online applications that do not include all of the requested materials will not be considered.

Submitted materials will be evaluated by one or more subject matter experts and qualified applicants will be invited to participate in the next step of the selection process.

The deadline to apply is 11:59 PM on August 3rd, 2017. If you need assistance with the online application process, please contact Jennifer Wilkie at 608-422-6425 or via email at Jennifer.wilkie@wisconsin.gov.

Veterans with at least a 30% service-connected disability rating should contact the HR Specialist listed in this posting regarding eligibility for consideration under the non-competitive appointment process.

Permanent classified state employees who are eligible for consideration (transfer, voluntary demotion, or former employees as a reinstatement) must complete the application process to apply.",3.0,Child Welfare Data and Research Analyst, – Dane, WI,False,True,False,True,False,False,False,False,False,Government, 46,70
